÷,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Label
224.3829798,504.5029241,260.849246,9.087034951,648.2975273,511.0938215,445.5178145,966.9685146,571.199184,863.4315778,DoS
420.0110043,578.3597631,832.6117733,804.165565,866.4231835,59.61732534,692.050553,139.9873767,415.818568,548.5884151,DoS
482.2252303,520.3236262,975.2445353,965.7704439,215.2690458,811.1045663,197.2426662,213.5374779,676.0930342,405.0010986,PortScan
392.4581862,754.2649733,918.4264321,950.9285945,577.122586,357.1211593,787.5490859,251.0013833,564.0740288,358.5784615,BENIGN
372.1670238,432.0768829,439.4049897,612.9395825,943.0758377,240.6927118,121.5013763,197.4704899,886.9249002,645.8108127,BENIGN
654.7757513,228.4258523,274.0117804,314.8411554,116.8041077,273.1596204,209.5192243,455.3287498,908.4375479,104.4803168,PortScan
442.5773459,48.36271105,820.4875845,826.340811,588.0004634,353.1028889,799.7833644,554.6870248,825.9323086,631.4587926,DoS
329.3212775,42.20046858,496.2951255,544.4613321,168.4405511,760.4646063,984.9291084,945.774717,197.1060388,875.3632399,PortScan
311.3076992,610.3337833,716.1506742,272.6240007,413.5491015,121.8860933,181.1493495,681.117854,181.4383477,525.1633837,BENIGN
116.8980407,939.8321236,627.7080531,334.9056147,139.2720727,794.0251893,620.0727559,533.461092,893.8925831,788.5972112,BENIGN
895.8121014,57.78819702,140.6533392,716.6319367,437.2816482,403.5486208,136.9666345,506.7700407,126.5453112,476.6204563,PortScan
106.7118191,649.5560068,867.9995919,828.1858693,626.054709,75.27871665,112.3970272,49.30898711,257.4792165,135.6614672,DoS
76.23921797,274.703815,806.9654909,459.6648704,546.577142,432.8160022,43.89994264,165.7497798,445.5416387,209.1854654,BENIGN
817.0720709,257.902827,170.8875874,668.6432199,929.3759891,556.762893,571.6126895,279.9790937,769.4929332,187.0437486,BENIGN
235.3832619,494.370811,914.83495,211.7143721,144.2400211,758.9768319,500.6195323,911.7851124,146.6145572,645.927893,DoS
688.8853021,873.3229159,636.291354,761.121537,160.071635,461.5574744,9.331619827,246.6788645,726.4617151,991.8099513,BENIGN
773.1418739,517.9605277,348.0955932,371.7392949,1.353625715,299.8005276,646.4587416,974.1944438,847.060827,23.59496465,BENIGN
345.627037,807.702369,246.3482472,63.2534089,131.7095352,858.7449685,633.7832847,253.2011634,555.2958253,527.5796224,PortScan
311.6529167,525.3182645,66.05530782,972.5682356,360.0599019,477.8673549,355.2839742,682.5117301,662.2321583,715.3223105,DoS
11.70661073,422.0342601,295.0407077,486.0004938,577.1998867,43.73907231,123.0032951,558.6423965,343.1673532,729.1734875,BENIGN
231.0747966,671.8927436,19.71053775,104.108582,799.9160854,178.5446621,652.7461079,238.182781,99.44139276,243.172191,BENIGN
647.8370386,712.0719922,178.4506741,79.58814737,940.3970339,260.6663826,853.3464976,863.4914505,772.5225918,168.8336067,PortScan
616.9269184,981.186178,631.813527,259.8035811,634.0057031,539.9853797,779.8453952,106.9806388,761.0279025,541.2665787,BENIGN
796.537291,481.5223515,117.308189,125.1857922,685.5652872,430.3058949,200.5247267,491.5945467,64.20893708,581.9714019,BENIGN
674.1869488,633.2689173,99.49622618,604.1739382,120.9606622,78.6976752,527.3108956,402.785534,588.8102702,89.22216806,PortScan
332.1910331,693.6180575,771.1228159,654.6506869,151.5950748,875.8830835,539.0945527,282.4724264,425.2281854,37.5710904,BENIGN
822.4223737,857.5623377,916.6352358,430.9852205,318.8668183,582.1987466,371.1724234,601.0741668,705.5858626,688.4050185,BENIGN
374.5401188,950.7143064,731.9939418,598.6584842,156.0186404,155.9945203,58.08361217,866.1761458,601.1150117,708.0725778,BENIGN
365.0836733,912.5842179,780.5218028,755.4372725,606.7195798,626.7838171,638.0032352,628.721387,553.7282314,986.4140185,PortScan
803.6934519,817.8220736,978.9473559,501.869531,454.9568797,753.4756054,132.4706563,546.9155138,546.2476001,89.47312281,PortScan
914.5844352,91.03631495,648.2091774,413.1944788,405.6193903,679.5518366,67.09373263,593.705783,772.031786,828.2127579,PortScan
23.70775364,834.9472057,974.690596,135.4595368,231.4752138,868.4095239,926.463798,419.6273828,50.62247227,39.39183369,DoS
733.1603781,995.4215129,287.5111994,538.2201019,533.3235479,405.6452594,169.1618938,977.4565632,853.3171867,498.3330283,DoS
268.9934044,797.5591006,310.3619589,455.2201491,11.62053991,72.44688779,392.4935564,479.9388347,600.0205481,291.6625787,BENIGN
49.97902866,843.6496641,981.1925292,793.142874,853.7849217,241.9771303,960.6269755,196.9257045,951.4298104,994.819294,BENIGN
531.3399532,399.719551,953.7036265,642.110235,298.1503563,126.4642454,842.5545015,362.1816028,660.4697214,470.8164194,PortScan
825.8167506,128.8698675,335.1188543,743.5082563,160.759896,817.9670241,832.134178,507.4677338,6.385871717,287.0381332,BENIGN
254.3915808,361.8530932,472.493355,45.6487455,140.0240976,276.8143078,971.5326909,331.3470071,482.0410581,196.0977127,BENIGN
778.3719045,608.5715932,970.9047114,373.6056595,681.4606125,63.53572242,396.2473468,963.8176612,538.9808745,287.8795033,PortScan
533.4802087,596.3935997,366.0282657,807.1070203,523.2862493,116.7479028,129.0651248,536.8591465,936.5702181,308.3521217,PortScan
513.9894892,783.6530127,396.5427823,622.0867002,862.3637087,949.5206237,147.0734809,926.5876252,492.1162931,258.2443883,BENIGN
568.3191511,439.5077804,67.24063405,464.6894684,820.7358408,614.5410182,832.1624537,494.0116706,118.4617051,13.63984584,PortScan
365.6807483,225.381268,195.8330841,140.8029489,622.4136416,781.3218557,578.2983994,146.9627096,811.1237699,635.9547072,BENIGN
110.4318634,289.1874463,309.8068753,249.9569464,515.0056597,535.5538149,356.8859752,353.7891587,828.5555979,789.2928483,DoS
782.9236143,442.6548483,485.2667423,777.9094067,382.3633311,443.1273453,376.1904688,367.3405153,525.9465769,808.7994445,PortScan
969.9120461,93.90071579,672.6021182,443.7502193,868.1422544,177.1497894,692.6259522,838.1152896,944.6142195,683.2480283,BENIGN
282.6673605,460.8687353,671.3044236,162.1833724,486.4423871,738.5390395,866.855213,626.2592747,669.0535153,126.2834726,PortScan
146.6083004,159.6663494,790.08325,616.2907484,44.86055763,622.5469905,308.9177228,368.7251555,769.7314183,810.9351927,DoS
962.784808,126.6558728,420.6302369,480.9416081,376.311817,363.1891237,52.26866756,685.5386206,436.2144171,194.7938026,PortScan
223.0900184,56.5156908,103.3949366,431.5081198,229.9183709,515.9458785,253.4937533,940.5373011,905.9439679,566.806105,PortScan
826.858561,524.7356377,775.2440518,234.4256,345.0837455,30.10387221,961.4923246,667.8679067,933.2050878,265.4964074,DoS
267.5926767,835.4802257,14.69338865,379.0940487,337.3455468,19.32763092,124.368399,413.6426749,492.8645844,404.2897473,BENIGN
826.8678472,562.6554229,762.1875112,713.6073663,207.5114954,568.8127364,867.7231528,432.1162368,966.5907702,452.2151001,PortScan
706.6298699,610.0074171,312.9073942,271.0962538,597.6682827,866.0956336,946.7337289,105.9058044,154.8286126,944.7362588,DoS
701.7382739,556.4646373,358.621582,911.3391901,20.93411783,315.7731512,56.88139778,766.5273162,702.1074541,331.3522187,DoS
92.62548305,748.3843497,914.5486638,434.0209727,258.7116422,434.403319,723.4478179,9.05416158,589.4539895,613.2916849,DoS
210.5069397,809.0236403,146.9219236,342.6451465,864.6589219,154.9253111,82.73683562,484.5379951,302.4195113,563.4083645,DoS
117.5262468,649.2103021,746.0448793,583.3687651,962.1725485,374.8705795,285.7120863,868.5991282,223.5958385,963.2225394,BENIGN
84.5653781,606.8469555,880.9730056,882.9148165,659.0454101,211.2318315,862.9968314,886.0934353,196.653585,737.4260858,DoS
10.28449594,716.0499732,706.2461626,622.6895409,990.1088461,311.8794358,339.9718638,78.93940295,442.7981365,261.0485262,DoS
106.800704,953.4028794,60.2269449,297.6502776,298.0662012,320.4012861,164.2868433,783.1614309,122.497862,634.9066592,DoS
299.4231248,100.1549975,271.7175989,815.9557894,378.3156072,88.39696715,342.2255248,981.3833342,629.6835953,416.1609464,DoS
839.3384924,3.819922659,246.8238692,740.9040562,316.2701497,101.8923881,360.2339188,270.3932864,842.7119022,313.3479176,BENIGN
88.60042968,220.6119527,598.2252941,735.6631142,998.3475114,933.1133313,642.5651995,421.2480533,636.1773647,785.6516181,BENIGN
252.1819818,203.7173933,340.3848377,476.5679436,296.06551,514.9294954,165.3704255,977.7128128,107.924555,931.9441397,PortScan
542.8781324,832.8935949,125.0889098,129.7829657,556.8183603,946.3786534,414.9977584,326.9421003,606.6893232,930.4486005,PortScan
296.3081205,233.607751,42.09318964,17.87393473,987.7223897,427.7731337,384.3266472,679.6472827,218.2538879,949.961184,BENIGN
609.7081955,196.4826524,251.4301522,173.5721442,957.8353044,854.6174632,230.4948374,327.5662939,209.8928423,491.8759595,PortScan
138.8271726,640.8747448,181.8800844,345.6672833,896.7884099,473.9616403,667.5577385,172.3198712,192.2890188,40.86861627,BENIGN
416.0706704,977.8536935,200.5646596,215.3592829,291.867177,172.7573183,379.3655982,910.834227,615.3478406,411.9465486,PortScan
632.7118787,703.8570916,4.36326965,166.9530887,713.0460506,666.3854136,966.0475051,761.0377903,950.7727077,702.5405015,BENIGN
104.6604403,422.9435437,795.5783763,141.3835542,130.3204332,643.4289495,197.182982,97.61003811,166.8485782,923.7313959,DoS
185.1329288,541.9009474,872.9458359,732.2248864,806.5611479,658.7833667,692.2765645,849.1956516,249.6680089,489.4249636,BENIGN
677.5458052,546.928876,475.0898729,922.4342837,72.73494778,280.6008132,349.9378536,782.4258122,992.5146202,240.6705148,DoS
6.047043184,483.8602189,123.2474581,307.6790895,926.0595598,161.6945533,965.8323197,205.794377,741.5661085,546.6772649,DoS
976.4896611,376.2593293,923.286021,544.8246757,269.7424659,702.3987211,658.9018066,989.1253191,265.0472874,672.0595027,PortScan
631.7748437,257.118504,948.6540809,169.7584982,965.6531748,14.85612251,481.1256918,333.3678381,449.1234139,570.664579,PortScan
200.3398211,211.0066917,688.2929984,219.7227501,438.6716968,782.0018256,783.9525181,453.2617725,792.1899383,838.6217962,PortScan
174.8386273,502.5660765,398.6630278,146.3739922,367.5344223,68.17230939,25.81190695,135.1662892,963.1151116,549.5295359,BENIGN
150.1690008,737.4337687,512.2219208,680.2277792,41.6729006,84.79201605,716.3233881,72.084336,71.25672777,12.10847523,BENIGN
179.364682,970.6765454,113.3035047,403.6010024,737.8849848,704.554428,422.7286369,346.524168,397.6123786,264.2762632,DoS
411.191518,130.0806698,22.42588916,360.4268271,783.7382511,566.1806912,312.7779892,654.3420055,232.0181803,14.38144607,DoS
947.1706168,135.9327474,497.6495545,214.1762527,60.07316835,325.5033381,143.6876252,709.9330734,533.7254137,143.834471,PortScan
237.5441309,373.2517916,227.2696273,73.19592377,603.4485934,668.2127986,619.490346,463.4940438,379.7857802,863.3336496,BENIGN
868.623168,776.5968528,770.9218446,844.7832281,761.0239909,626.2203216,131.2448777,32.52617949,920.8478478,616.6503145,BENIGN
335.6092442,765.1065916,432.7670817,484.1844983,648.1021273,18.358384,653.9942214,618.5851491,309.8471168,85.7942849,PortScan
698.161714,536.0963663,309.5276163,813.7950197,684.7311726,162.6169393,910.9271845,822.5372429,949.7999133,725.7195084,BENIGN
278.3684817,798.2931972,326.253918,299.3833737,232.5059922,129.6789782,256.463061,355.3197485,673.9942081,62.56484222,DoS
788.2752082,259.0351441,708.67672,214.8546064,40.33016105,201.1365426,178.6288768,337.7479967,418.4494972,508.5388915,PortScan
316.156105,507.2348087,41.57285905,148.343201,986.630123,965.1186964,4.939980934,951.8117854,639.1199378,867.9182945,BENIGN
249.9728909,73.36406746,663.146249,595.3663702,415.145654,422.1922339,785.063921,195.7126401,820.2533189,648.7471139,DoS
83.52491468,211.1259426,752.4683376,51.29384898,492.5353807,442.1070347,334.401179,394.5723153,529.9405869,161.3673584,DoS
185.5259753,651.6797949,712.6014073,688.030519,319.31688,252.2024022,955.9188,923.2995083,457.3166099,846.1938662,PortScan
553.3711897,503.1324726,193.8630679,858.8167712,676.940783,837.9083749,858.7642793,748.3558537,439.2106012,610.546755,DoS
93.10276781,897.215758,900.4180572,633.1014573,339.029791,349.2095746,725.9556789,897.11026,887.0864243,779.8755459,BENIGN
499.618412,305.2145301,973.742582,663.362611,408.2375193,280.4632242,731.102983,242.1834456,171.709989,529.833889,PortScan
907.4631763,122.4814169,534.0361132,879.4626935,410.0237867,481.9949177,70.46067767,278.1436404,324.5066492,945.1224487,PortScan
570.3125078,53.57655961,140.4990098,622.5493962,207.8238415,504.0700797,544.881686,283.5071903,948.4251555,842.4641068,PortScan
324.3293774,676.4837495,594.2418273,603.1501201,682.5324595,575.3591731,429.0623693,275.9226944,768.5813309,226.27243,DoS
174.010448,760.7593084,15.83807094,557.8101257,379.4613806,506.5499999,562.8302372,313.3676945,295.1088602,733.4018493,PortScan
118.1648276,696.7371654,628.9428468,877.4720135,735.0710438,803.4809304,282.0345726,177.4395438,750.6147516,806.8347393,BENIGN
535.3101315,215.201872,12.12077464,241.2014576,975.8737549,801.5371119,959.5766443,487.8540439,109.7361987,547.959489,BENIGN
270.2476921,966.4173859,557.7088263,347.277039,580.467601,139.1967013,444.0437492,626.2343214,488.8978318,401.7788007,BENIGN
479.4549781,367.2777013,913.8145226,368.2954677,373.4445911,383.5345124,836.6202104,650.7883208,614.1688503,334.1430224,PortScan
403.5199924,333.2998599,491.928024,572.7725097,238.3372106,793.9550847,486.4827657,334.0455484,106.820993,238.8451604,PortScan
825.8882264,303.5039091,398.4787621,316.9130138,467.3873354,285.5796162,961.6114423,312.844628,98.04453811,526.8171661,PortScan
996.6832779,750.7902312,644.7199774,355.2896432,49.16082916,31.05687604,554.1812554,762.032721,537.3791904,840.7850719,PortScan
709.0462617,106.8769231,567.3122196,256.5627837,962.9268752,483.5456467,805.9925498,550.2265422,43.41253285,633.1513756,BENIGN
894.0943025,946.4565132,892.5582275,419.447994,780.365503,476.3357333,497.5398521,204.6801091,591.1303033,186.1358978,BENIGN
460.3290506,217.5879399,133.778145,953.3071676,72.66558758,199.0934199,347.8223474,620.234849,544.8010853,125.6434924,DoS
677.5643618,16.58782893,512.0930583,226.4957752,645.1727904,174.366429,690.9377381,386.7353463,936.7299887,137.5209441,BENIGN
694.9818861,860.1223972,779.8509889,39.61882535,480.5069473,104.9301784,242.0450159,986.6625933,142.4955429,498.8881535,BENIGN
514.9333499,161.3628011,83.55433751,19.12896644,165.748177,890.855535,241.5368417,354.2713272,105.3454845,222.3613047,DoS
348.820534,110.9980988,808.23521,947.688026,72.31647526,955.1152073,522.5765993,299.565678,76.86207528,500.6242681,BENIGN
400.3566268,947.152936,406.462718,771.8360352,483.8772646,897.5323265,907.7612437,87.41680787,936.4933313,825.5348415,DoS
196.9536302,412.7583203,227.7783416,583.8582673,371.4633393,448.9117226,537.1693216,203.5355225,155.7516229,880.4219029,PortScan
554.2265141,5.229613543,760.99076,35.31135494,745.7337827,202.4805602,958.0734801,367.9407513,326.9316163,148.8880503,BENIGN
708.3629767,837.0133284,697.4714617,680.1407718,618.6113782,752.7166396,158.6051053,880.8707592,871.8435277,29.24728303,BENIGN
975.6019192,65.27675757,821.8393228,646.3099337,647.3421344,128.3499266,650.1871664,982.4825806,911.8185695,439.1306608,DoS
956.5013983,737.5083595,353.2514085,296.5355813,349.7032297,774.6535312,661.3706111,185.1955679,174.1093353,98.39564971,BENIGN
548.8586651,287.632729,306.7765995,352.9585035,621.292449,334.0499657,732.6990506,404.5273856,68.35320031,783.7598425,DoS
914.7493287,166.950179,121.1554613,85.40848281,909.443664,193.6238098,416.2849285,448.8513657,599.0110442,71.73534375,PortScan
721.4491571,941.2789289,881.6353492,515.1922261,774.6526198,562.1447538,552.70389,114.7419583,126.137658,529.533615,PortScan
245.9997403,532.0868239,482.3562086,702.8664441,68.01023195,193.78913,214.5648201,738.1507548,189.1386963,573.4917639,PortScan
703.280054,402.5263555,920.0400525,650.2550711,90.41897779,947.8565673,258.5572636,337.2124904,402.2604137,51.2242964,PortScan
514.9275089,170.6774353,662.9062523,852.5387409,257.9395068,491.5142258,975.527329,333.2417406,595.0463449,90.1957002,PortScan
425.5056593,565.4159398,21.00915699,34.43130857,445.8255498,816.6552432,885.2388787,86.7065676,538.3631021,913.2296863,DoS
573.4995849,853.6299285,241.9277281,876.2923485,19.04340927,732.4546291,933.1132212,657.1976616,439.029244,44.88101647,PortScan
777.1469159,558.4042497,424.2220092,906.3543851,111.1974823,492.6251043,11.35364477,468.660642,56.30327568,118.8179163,BENIGN
120.2709631,703.5283402,644.8560434,373.9387136,950.9413519,22.20281299,303.7238516,921.0694863,320.9354383,252.2528339,PortScan
586.6084632,168.0142077,736.8737449,862.7970775,216.7398001,95.71455552,23.63858605,641.9715004,607.0940361,546.6974127,BENIGN
571.2129178,745.3977391,378.9559098,302.7676076,459.3460102,817.9634943,929.9217631,545.0834129,661.4662053,903.2736222,PortScan
152.0248531,61.34962711,780.7615861,459.8004238,58.16379551,994.8663172,57.780561,695.0352289,983.6789253,239.1801042,BENIGN
367.7831327,632.3058306,633.5297108,535.7746841,90.28977005,835.3024956,320.780065,186.5185104,40.77514155,590.8929432,BENIGN
970.0744567,865.0710994,600.7921493,700.8656972,285.2058027,630.7704202,455.6495494,482.0173398,757.7765604,281.9183556,DoS
629.3986381,695.748689,454.5410648,627.5580801,584.3143119,901.1580105,45.44638034,280.9631896,950.4114841,890.2637839,BENIGN
83.87373855,992.8039782,127.1824536,72.34838384,878.5307492,301.8346609,650.2969741,329.0057297,391.4542708,262.112972,PortScan
945.6735371,408.9272358,661.9698395,464.8547808,630.5886973,449.598906,188.6322464,507.897416,528.5842014,810.6038483,PortScan
309.6917111,201.7949483,908.8264977,760.4000673,676.3983689,300.9663196,184.0447721,756.451088,474.1579459,225.7895522,DoS
496.5154222,123.3184911,400.9703267,350.709788,772.8400834,803.1705116,153.4128824,366.5511874,373.353161,151.4104439,PortScan
123.8460267,70.53563759,909.4295037,190.1287663,821.2501546,544.6308711,77.85651961,955.4481914,246.961167,859.6453454,DoS
480.8901466,662.4340117,118.5026236,288.8849389,397.8366255,919.5310247,993.2550154,44.911299,761.0079235,371.7240664,BENIGN
78.62671099,330.9147658,248.2874796,988.0139621,389.3897797,732.6126992,684.7251639,212.0812375,238.9976802,281.2845636,DoS
93.85728482,909.6268194,669.2002629,829.2867993,878.9789003,571.772352,517.4463518,430.4274103,316.9465878,434.5959609,BENIGN
615.0072267,990.0538501,140.0840152,518.3296524,877.3730719,740.7686178,697.015741,702.484084,359.4911512,293.5918443,BENIGN
783.9718505,394.8072829,646.0469441,150.6109531,932.6481005,383.0588064,729.521422,20.34108188,205.1871429,487.0825443,PortScan
202.2939492,386.707057,51.15020562,397.7934409,511.7074471,483.294285,382.7841004,839.1466081,145.3266924,505.6967438,DoS
452.3234776,424.3890181,156.7629476,426.4060565,537.4169386,22.50432743,444.1130052,781.3562184,680.0460564,635.1569889,PortScan
238.1466537,908.4345519,468.0690542,466.2994129,760.5756425,154.492204,487.2653541,429.9852141,596.9106905,999.5577033,DoS
610.7800711,280.6832155,206.9925784,516.5726284,5.50579916,7.664032649,219.0688091,36.7213625,108.0257541,338.8606493,BENIGN
100.7780014,18.22182565,94.44296076,683.0067734,71.18864846,318.9756303,844.875311,23.27193574,814.4684826,281.8547748,BENIGN
433.7237028,412.0936096,35.61215027,497.9763026,554.1697216,558.840871,707.0311693,177.481835,252.2231342,810.7304652,PortScan
904.359775,817.4078473,757.0481147,55.60552168,6.87796222,212.4472772,663.5235939,411.1974889,402.4062593,884.5868882,DoS
369.1361938,357.192334,344.0916178,520.5438373,440.6648834,879.9146267,505.5207917,507.7578382,138.3715947,982.7395409,DoS
9.241588406,808.157049,176.1944062,606.2166422,336.9219131,585.4859383,315.653627,86.93956069,222.9500086,188.0585665,PortScan
450.0242395,332.6901797,438.298608,262.6933099,164.7177469,689.143357,514.5711163,200.1542112,319.5894263,591.8079077,PortScan
240.151596,323.5246137,183.8128895,576.9361233,154.8413946,356.1939435,697.0130139,560.115983,386.4625643,420.2496018,PortScan
58.55092924,334.2383187,784.8969771,707.6809347,788.6149647,517.2690564,440.198998,147.4525267,328.1927536,434.0193662,BENIGN
38.36155479,621.4644227,777.8777055,500.3583604,357.5133284,277.4267348,642.8020502,692.8011986,870.9675999,342.3340825,PortScan
921.4577362,978.5059669,10.67012701,622.7412764,412.8393978,859.8544903,251.814702,981.0294891,613.7079695,793.5374022,PortScan
302.7751283,532.4709079,564.4165878,600.583197,166.2553303,379.7374048,617.1942271,969.8188646,727.6311377,922.6037571,DoS
927.9006299,828.3781456,322.9787334,237.2543637,262.6336124,504.4210397,744.0494512,503.2192072,67.79639583,723.5807004,PortScan
827.1581484,425.0024141,275.4466798,265.0349181,536.1922793,449.1482027,440.120771,91.13733909,718.6037407,213.736688,PortScan
265.1707412,662.8597876,965.4486346,915.8143482,502.8755201,795.1102825,135.7458531,977.4381842,964.353234,163.7289579,DoS
428.0193524,658.2837834,263.8060749,12.0699353,518.9373643,605.7594894,962.870494,589.4708031,471.1725594,573.4016259,PortScan
465.2056123,60.1423426,562.2968159,957.6252845,175.3029424,690.0048908,200.9336887,535.8276845,96.67644965,450.3709363,BENIGN
7.357829625,518.2057322,37.52865753,569.2302121,920.7708496,968.4191305,540.5526754,458.2048053,945.0170942,673.609832,PortScan
60.26739029,934.4360268,351.6226872,101.4208284,485.8717592,256.7765677,284.872902,307.2899649,803.0258978,539.1612767,BENIGN
154.7860348,301.175587,248.9768992,372.3070986,254.6637659,488.9509264,407.4078814,986.5694908,55.92635013,142.1813764,PortScan
247.4629812,645.2376446,650.9717452,824.5170698,417.708567,73.08509103,273.6663849,980.0054632,596.2585752,709.7370848,PortScan
57.09907845,110.5431663,219.3893892,464.3502499,433.2509323,799.691862,739.4746539,426.318294,333.7042076,316.4687841,PortScan
815.833125,224.4405718,223.8176148,536.9744229,592.9399348,580.0862078,91.4868374,877.4608626,265.6000426,129.5149213,BENIGN
773.8796557,601.923431,892.52329,443.3800144,607.0895787,631.3075531,591.6971623,702.6337731,237.4334684,512.3637775,BENIGN
798.4535051,707.2283283,190.3817863,366.7219086,105.8050249,628.2065971,121.3719245,985.9341686,780.6820747,390.2385496,PortScan
37.00763472,596.2698785,230.0088373,120.5668858,76.95320163,696.2887759,339.8749638,724.7667715,65.3563408,315.2903378,BENIGN
105.4834275,585.5876839,544.3448876,233.740792,637.7741418,820.0675021,41.57895985,498.1299435,689.3104121,252.3119271,DoS
753.4721107,872.8594216,499.958992,730.2491895,619.1727354,186.6399398,25.68964487,284.5413857,443.0337063,617.1059444,DoS
455.3949052,518.0153489,7.463140417,422.6866197,718.0681612,442.693702,732.2192063,233.0189644,813.1420045,588.4312405,DoS
67.35060147,582.1704602,345.883057,620.9155178,45.74203381,871.5368062,973.4889692,968.8778553,749.6518317,130.0862401,BENIGN
812.9010091,999.7176733,996.6368371,555.4317056,768.9874152,944.7657299,849.6473907,247.3481017,450.5441353,129.1594152,BENIGN
812.9857387,718.1230762,955.523696,18.23258268,195.7779857,7.562874978,647.4747142,898.0305489,243.4822966,927.0345448,BENIGN
671.2708252,270.643942,81.22963481,992.5817955,156.2015079,988.420994,977.2799326,793.8181039,659.4229621,577.8070503,DoS
220.1292442,281.9368843,443.5997013,171.1024784,873.2543567,704.9111327,85.20047756,650.0924511,653.6564764,956.2211736,PortScan
756.7515057,519.3858595,204.8812742,877.8300782,879.581855,870.578425,238.7962114,451.2393442,984.9896561,772.0124763,BENIGN
671.7792703,394.3411464,1.284425527,120.1592587,534.5545448,675.1298858,417.4482839,730.6790115,521.8622953,74.17619559,PortScan
909.5554284,18.03200983,557.0475862,787.3488484,541.3353827,323.8955526,136.2505651,887.5630718,470.7623924,878.115197,PortScan
863.1034259,623.2981268,330.8980249,63.55835029,310.9823217,325.183322,729.6061783,637.5574714,887.2127426,472.2149252,BENIGN
192.016251,839.9982232,724.9127466,894.761987,117.5572491,990.2225346,209.4067139,11.77987629,997.4229391,281.0738854,PortScan
388.1699262,643.2882184,458.2528905,545.6167893,941.4648088,386.1026378,961.1905638,905.350642,195.7911348,69.36130088,BENIGN
861.6648847,577.1170824,890.6584555,596.9452234,810.16109,429.6733634,749.8599313,913.0414669,572.1229637,180.7851506,DoS
676.8212989,828.4692994,294.6193963,14.31527767,737.8695186,834.144597,740.476132,142.8502873,753.4279223,768.9227821,BENIGN
198.992139,418.3338641,750.9397984,101.3728976,277.8527761,276.3191085,432.0189276,980.3687409,67.50254668,518.7009944,DoS
772.2675568,75.52708603,827.5812175,427.6690858,596.0639311,89.65223124,337.3590784,89.70091901,961.5437229,807.2616493,PortScan
168.7494384,968.3269601,452.8833604,945.7151084,676.8200436,301.5868699,188.3025249,303.7350462,93.01740926,143.8679663,DoS
578.5639323,911.3418162,554.0992804,174.4984864,378.7033556,843.144865,644.213016,650.7243843,866.8214857,893.9730575,PortScan
460.5825507,900.7601625,930.0053778,383.567391,491.737943,896.2362491,806.7078077,3.656311345,320.0595642,421.7742419,PortScan
201.1752323,80.06340253,474.4531798,9.969234735,84.76615443,807.6258696,771.4733449,915.1388204,854.5154359,683.1755632,PortScan
788.9324718,891.8721448,433.8174196,909.9431439,377.318054,964.0784165,89.28952453,687.0192665,493.8140405,387.6488055,BENIGN
352.5292413,722.6835745,319.2252978,905.9116712,126.6371255,178.5197893,493.0301252,81.93843904,195.9801847,943.7663822,PortScan
380.5177099,163.0353369,786.2056523,734.4439321,384.3550385,25.19341396,838.9973277,11.41798345,703.6997796,970.2571097,BENIGN
342.7309254,134.5762671,94.41889766,831.5183331,918.3975421,649.7880468,103.4341149,402.0272169,728.9392001,779.820884,DoS
519.0817851,479.1818776,25.64206581,341.2478276,380.1956188,398.8227809,580.1723692,533.6025467,607.9050928,764.8832615,BENIGN
9.165550184,201.3991028,959.024176,613.4018465,261.6713666,66.9910944,28.19134045,244.7450796,881.4858196,415.9136543,PortScan
878.8811459,314.9332275,128.9789079,468.4612371,598.3060757,30.97060342,274.8956583,32.79987428,420.3353892,895.1000291,PortScan
518.7478471,51.16550645,232.8585569,492.0017294,310.2352837,181.7635978,504.1328419,322.8097934,258.1076432,463.9854174,DoS
204.0876612,469.0407475,800.9387215,180.1586477,109.8631137,883.6839677,342.9296628,683.8701249,25.34860426,690.0468884,DoS
567.016261,738.4492093,878.5155613,404.1403217,327.0331616,667.5933856,807.8459419,762.2851348,797.8136489,435.5833148,BENIGN
393.8644057,651.232977,106.5930303,657.8453046,999.4137258,48.21203886,977.1741842,406.9079607,870.7534503,782.3854841,BENIGN
52.3328573,782.848618,845.5108108,799.0821458,508.4790353,232.9018386,845.3299757,727.1628097,980.7611744,155.6925978,PortScan
744.3682043,619.4450738,803.0756423,431.8051008,785.8084842,462.4568171,940.9657878,486.3721008,462.6192719,785.0718616,PortScan
572.2838145,441.8537081,346.7187612,746.4521289,893.5099714,756.7892229,332.0007021,744.4421678,151.9801825,130.3179881,PortScan
153.6910428,572.6072329,277.0125243,921.3075122,583.1908043,592.8401805,354.9246609,51.98935198,31.74376537,423.3351442,DoS
119.9529417,312.0640447,802.3960306,861.4180461,137.3000327,952.3867524,328.8226178,662.3137387,751.825146,811.9462346,DoS
532.5040664,115.3946422,605.6378893,117.2039057,337.2065756,142.8419648,692.073647,206.2521138,391.8593732,895.6747776,DoS
776.4474465,656.1618377,177.4287695,545.0269189,984.6697395,937.3880665,43.1737358,164.8148157,131.7287735,725.97991,BENIGN
894.0992037,229.9546059,213.104704,31.13408288,651.6668254,368.5263437,864.3582498,473.2099067,968.1934279,185.5255157,BENIGN
